0,1,2,3,4,5,6,7,8,9,10,11,12,13
etherical,heretical,,,,,,,,,,,,
etherion,hereinto,heronite,,,,,,,,,,,
etherization,heterization,,,,,,,,,,,,
etherize,heterize,,,,,,,,,,,,
ethernets,thestreen,,,,,,,,,,,,
ethers,theres,threes,,,,,,,,,,,
ether's,there's,three's,,,,,,,,,,,
ethics,itches,,,,,,,,,,,,
ethylic,hectyli,lecythi,techily,,,,,,,,,,
ethylin,ethinyl,thienyl,,,,,,,,,,,
ethyls,shelty,thysel,,,,,,,,,,,
ethine,theine,,,,,,,,,,,,
ethionine,thioneine,,,,,,,,,,,,
ethions,histone,,,,,,,,,,,,
ethiops,ophites,,,,,,,,,,,,
ethmoidal,oldhamite,,,,,,,,,,,,
ethmosphenoid,sphenoethmoid,,,,,,,,,,,,
ethmosphenoidal,sphenoethmoidal,,,,,,,,,,,,
ethnal,hantle,lathen,thenal,,,,,,,,,,
ethnicon,nonethic,,,,,,,,,,,,
ethnics,inchest,sthenic,,,,,,,,,,,
ethnocentric,technetronic,,,,,,,,,,,,
ethnomanic,nonhematic,,,,,,,,,,,,
ethnos,honest,,,,,,,,,,,,
ethography,hyetograph,,,,,,,,,,,,
ethology,theology,,,,,,,,,,,,
ethologic,theologic,,,,,,,,,,,,
ethological,lethologica,theological,,,,,,,,,,,
ethologically,theologically,,,,,,,,,,,,
ethologies,theologies,theologise,,,,,,,,,,,
ethologist,theologist,,,,,,,,,,,,
ethos,shote,those,,,,,,,,,,,
ethrogs,ghoster,gosther,,,,,,,,,,,
eths,hest,hets,,,,,,,,,,,
ety,yet,,,,,,,,,,,,
etiam,matie,,,,,,,,,,,,
etyma,matey,meaty,,,,,,,,,,,
etymologies,etymologise,,,,,,,,,,,,
etymon,toymen,,,,,,,,,,,,
ETN,NET,,,,,,,,,,,,
etoffe,toffee,,,,,,,,,,,,
etruscans,recusants,,,,,,,,,,,,
ETS,SET,TES,TSE,,,,,,,,,,
ette,teet,tete,,,,,,,,,,,
ettirone,tenorite,,,,,,,,,,,,
ettle,tetel,,,,,,,,,,,,
ettled,letted,,,,,,,,,,,,
ettling,letting,,,,,,,,,,,,
etuis,suite,,,,,,,,,,,,
etwees,tweese,,,,,,,,,,,,
eucalypteol,eucalyptole,,,,,,,,,,,,
eucatropine,neurectopia,,,,,,,,,,,,
eucgia,gaucie,,,,,,,,,,,,
eucrasy,saucery,,,,,,,,,,,,
eudaemons,measondue,,,,,,,,,,,,
Eugine,Eugnie,,,,,,,,,,,,
eulogism,uglisome,,,,,,,,,,,,
eunomy,euonym,,,,,,,,,,,,
eupatrid,preaudit,,,,,,,,,,,,
euphon,unhope,,,,,,,,,,,,
euphonies,euphonise,,,,,,,,,,,,
euphoric,pouchier,,,,,,,,,,,,
euplastic,spiculate,,,,,,,,,,,,
eupneic,unpiece,,,,,,,,,,,,
Eupora,Europa,,,,,,,,,,,,
Euridyce,Eurydice,,,,,,,,,,,,
euripos,poisure,soupier,,,,,,,,,,,
euryte,tuyere,,,,,,,,,,,,
euro,roue,,,,,,,,,,,,
euros,roues,rouse,,,,,,,,,,,
eusol,louse,ousel,ulose,,,,,,,,,,
eutannin,uninnate,,,,,,,,,,,,
eutaxie,eutexia,,,,,,,,,,,,
eutropic,outprice,,,,,,,,,,,,
EUV,VEU,,,,,,,,,,,,
EV,VE,,,,,,,,,,,,
evader,reaved,verdea,,,,,,,,,,,
eval,lave,leva,,,,,,,,,,,
evaluating,vaginulate,,,,,,,,,,,,
evanid,invade,viande,,,,,,,,,,,
evanish,inshave,vahines,,,,,,,,,,,
evanishes,heaviness,,,,,,,,,,,,
evansite,naivetes,,,,,,,,,,,,
evap,pave,,,,,,,,,,,,
evaporating,pervagation,,,,,,,,,,,,
evaporite,operative,,,,,,,,,,,,
evase,seave,,,,,,,,,,,,
evejar,rajeev,,,,,,,,,,,,
evelong,longeve,,,,,,,,,,,,
eveners,veneers,,,,,,,,,,,,
evenly,levyne,,,,,,,,,,,,
evens,neves,seven,,,,,,,,,,,
eveque,queeve,,,,,,,,,,,,
ever,reve,veer,,,,,,,,,,,
everglade,leveraged,,,,,,,,,,,,
every,veery,verey,,,,,,,,,,,
evermo,remove,,,,,,,,,,,,
everse,severe,,,,,,,,,,,,
evertors,restrove,,,,,,,,,,,,
everts,revest,revets,servet,sterve,verset,verste,vester,,,,,,
everwhich,whichever,,,,,,,,,,,,
ever-white,three-wive,,,,,,,,,,,,
everwho,however,whoever,,,,,,,,,,,
eves,vees,vese,,,,,,,,,,,
evestar,versate,,,,,,,,,,,,
evg,veg,,,,,,,,,,,,
evictors,vortices,,,,,,,,,,,,
evil,live,veil,vlei,,,,,,,,,,
evildoer,overidle,,,,,,,,,,,,
evildoers,overslide,,,,,,,,,,,,
eviler,levier,liever,relive,reveil,revile,veiler,,,,,,,
evilest,lievest,velites,,,,,,,,,,,
evil-fashioned,vile-fashioned,,,,,,,,,,,,
evilhearted,vilehearted,,,,,,,,,,,,
evilly,vilely,,,,,,,,,,,,
evil-looking,vile-looking,,,,,,,,,,,,
evilness,liveness,veinless,vileness,vineless,,,,,,,,,
evilnesses,livenesses,vilenesses,,,,,,,,,,,
evils,lives,slive,veils,,,,,,,,,,
evil-smelling,vile-smelling,,,,,,,,,,,,
evisite,visitee,,,,,,,,,,,,
evitation,novitiate,,,,,,,,,,,,
evocator,overcoat,,,,,,,,,,,,
evocators,overcoats,,,,,,,,,,,,
evoker,revoke,,,,,,,,,,,,
evokers,revokes,,,,,,,,,,,,
evolute,veloute,,,,,,,,,,,,
evolutes,veloutes,,,,,,,,,,,,
evolver,revolve,,,,,,,,,,,,
evolvers,revolves,,,,,,,,,,,,
evomit,motive,,,,,,,,,,,,
EVX,VEX,,,,,,,,,,,,
evzones,sovenez,,,,,,,,,,,,
ewers,resew,sewer,sweer,,,,,,,,,,
ewes,wees,wese,,,,,,,,,,,
ewest,weest,weets,weste,,,,,,,,,,
ewound,unowed,,,,,,,,,,,,
ewte,twee,weet,,,,,,,,,,,
exacervation,reexcavation,,,,,,,,,,,,
exacter,excreta,,,,,,,,,,,,
exactness,exsecants,,,,,,,,,,,,
exalt,latex,,,,,,,,,,,,
exalts,laxest,,,,,,,,,,,,
examinate,exanimate,metaxenia,,,,,,,,,,,
examination,exanimation,,,,,,,,,,,,
example,exempla,,,,,,,,,,,,
exasperation,xenoparasite,,,,,,,,,,,,
except,expect,,,,,,,,,,,,
exceptant,expectant,,,,,,,,,,,,
excepted,expected,,,,,,,,,,,,
excepter,expecter,,,,,,,,,,,,
excepting,expecting,,,,,,,,,,,,
exception,expection,,,,,,,,,,,,
exceptive,expective,,,,,,,,,,,,
excepts,expects,,,,,,,,,,,,
excerpta,preexact,,,,,,,,,,,,
excides,excised,,,,,,,,,,,,
excitation,intoxicate,,,,,,,,,,,,
excitations,intoxicates,,,,,,,,,,,,
excitor,xerotic,,,,,,,,,,,,
excitors,exorcist,,,,,,,,,,,,
exclaim,mexical,,,,,,,,,,,,
excoriate,exoterica,,,,,,,,,,,,
excoriations,exorcisation,,,,,,,,,,,,
excreation,execration,,,,,,,,,,,,
excurse,excuser,,,,,,,,,,,,
execs,exsec,,,,,,,,,,,,
executional,leucotaxine,,,,,,,,,,,,
executioner,reexecution,,,,,,,,,,,,
executions,executonis,,,,,,,,,,,,
exedral,relaxed,,,,,,,,,,,,
exert,exter,,,,,,,,,,,,
exertions,exsertion,,,,,,,,,,,,
exerts,exsert,,,,,,,,,,,,
exh-,hex-,,,,,,,,,,,,
exhibiter,reexhibit,,,,,,,,,,,,
exhibiters,reexhibits,,,,,,,,,,,,
exhibitioner,reexhibition,,,,,,,,,,,,
exhilarate,heteraxial,,,,,,,,,,,,
exiles,ilexes,,,,,,,,,,,,
exintine,intexine,,,,,,,,,,,,
exist,exits,sixte,,,,,,,,,,,
exists,sexist,sixtes,,,,,,,,,,,
exitless,sextiles,,,,,,,,,,,,
exocarp,praecox,,,,,,,,,,,,
exomis,moxies,oximes,,,,,,,,,,,
exor,oxer,,,,,,,,,,,,
exordia,exradio,,,,,,,,,,,,
exornate,xeronate,,,,,,,,,,,,
expander,reexpand,,,,,,,,,,,,
expands,spandex,,,,,,,,,,,,
expatiater,expatriate,,,,,,,,,,,,
expediters,expertised,preexisted,,,,,,,,,,,
experimenter,reexperiment,,,,,,,,,,,,
expertising,preexisting,,,,,,,,,,,,
expirator,operatrix,,,,,,,,,,,,
expiree,peixere,,,,,,,,,,,,
expires,prexies,,,,,,,,,,,,
explainer,reexplain,,,,,,,,,,,,
explicator,extropical,,,,,,,,,,,,
exploder,explored,,,,,,,,,,,,
exploitations,sexploitation,,,,,,,,,,,,
exploiters,petrosilex,,,,,,,,,,,,
EXPO,OEXP,,,,,,,,,,,,
export,torpex,,,,,,,,,,,,
exporter,reexport,,,,,,,,,,,,
exporters,reexports,,,,,,,,,,,,
expos,poxes,,,,,,,,,,,,
exposers,expresso,,,,,,,,,,,,
expositional,exspoliation,,,,,,,,,,,,
expresser,reexpress,,,,,,,,,,,,
exprimable,permixable,,,,,,,,,,,,
expulses,plexuses,,,,,,,,,,,,
exsudate,exudates,,,,,,,,,,,,
externs,sextern,,,,,,,,,,,,
extirpates,sexpartite,,,,,,,,,,,,
extirpationist,sextipartition,,,,,,,,,,,,
extorsion,serotoxin,,,,,,,,,,,,
extra,retax,taxer,,,,,,,,,,,
extraliminal,intermaxilla,,,,,,,,,,,,
extralite,tetraxile,,,,,,,,,,,,
extras,sextar,taxers,,,,,,,,,,,
exudative,exuviated,,,,,,,,,,,,
exul,luxe,,,,,,,,,,,,
exultancy,unexactly,,,,,,,,,,,,
exust,tuxes,,,,,,,,,,,,
Ezar,Ezra,,,,,,,,,,,,
Faber,Fabre,,,,,,,,,,,,
Fabrianne,Finnbeara,,,,,,,,,,,,
Fabriano,Fabronia,,,,,,,,,,,,
fabrile,friable,,,,,,,,,,,,
Fabrin,Finbar,,,,,,,,,,,,
facer,farce,,,,,,,,,,,,
facers,farces,scarfe,,,,,,,,,,,
facets,fascet,,,,,,,,,,,,
facials,fascial,,,,,,,,,,,,
facias,fascia,,,,,,,,,,,,
faciend,fancied,fianced,,,,,,,,,,,
facier,farcie,fiacre,,,,,,,,,,,
facies,scaife,,,,,,,,,,,,
facile,fecial,filace,,,,,,,,,,,
facsimiles,semifiscal,,,,,,,,,,,,
factable,labefact,,,,,,,,,,,,
factional,falcation,,,,,,,,,,,,
factoress,forecasts,,,,,,,,,,,,
factorials,solfataric,,,,,,,,,,,,
facture,furcate,,,,,,,,,,,,
factures,furcates,,,,,,,,,,,,
facula,faucal,,,,,,,,,,,,
faculae,faecula,,,,,,,,,,,,
fader,farde,fared,,,,,,,,,,,
fadme,famed,,,,,,,,,,,,
faenus,fausen,unsafe,,,,,,,,,,,
faerie,feriae,,,,,,,,,,,,
Faeroes,Faroese,,,,,,,,,,,,
FAG,FGA,,,,,,,,,,,,
fagotings,fastgoing,,,,,,,,,,,,
fahlore,forhale,,,,,,,,,,,,
Faydra,Frayda,,,,,,,,,,,,
faience,fiancee,,,,,,,,,,,,
faiences,fiancees,,,,,,,,,,,,
fayles,safely,,,,,,,,,,,,
fain,naif,,,,,,,,,,,,
Faina,Fania,,,,,,,,,,,,
fainant,infanta,,,,,,,,,,,,
fainly,naifly,,,,,,,,,,,,
fains,naifs,,,,,,,,,,,,
faint,fanit,fiant,,,,,,,,,,,
fainters,finestra,,,,,,,,,,,,
faintise,fasinite,,,,,,,,,,,,
faintling,inflating,,,,,,,,,,,,
faints,fiants,,,,,,,,,,,,
Fair,Fari,Fria,,,,,,,,,,,
Fayre,Freya,,,,,,,,,,,,
fairings,fraising,,,,,,,,,,,,
Fairlie,Falerii,Falieri,,,,,,,,,,,
fairm,firma,,,,,,,,,,,,
fairness,sanserif,,,,,,,,,,,,
fairs,fiars,sarif,,,,,,,,,,,
fait,fiat,,,,,,,,,,,,
faithing,tifinagh,,,,,,,,,,,,
faithless,flashiest,,,,,,,,,,,,
faiths,hastif,,,,,,,,,,,,
faits,fasti,fiats,,,,,,,,,,,
fake,feak,,,,,,,,,,,,
faker,freak,,,,,,,,,,,,
fakery,freaky,,,,,,,,,,,,
faker-out,freak-out,,,,,,,,,,,,
fakers,freaks,,,,,,,,,,,,
faki,kaif,,,,,,,,,,,,
fakir,fraik,rafik,,,,,,,,,,,
falces,scalfe,,,,,,,,,,,,
Falconer,Florance,,,,,,,,,,,,
falconries,forensical,forinsecal,,,,,,,,,,,
falcons,flacons,,,,,,,,,,,,
falern,frenal,,,,,,,,,,,,
Falkner,Frankel,,,,,,,,,,,,
faller,refall,,,,,,,,,,,,
fallers,refalls,,,,,,,,,,,,
fallfish,fishfall,,,,,,,,,,,,
fallible,fillable,,,,,,,,,,,,
falling-off,off-falling,,,,,,,,,,,,
falling-outs,fallings-out,,,,,,,,,,,,
fall-off,off-fall,,,,,,,,,,,,
fallout,outfall,,,,,,,,,,,,
fallouts,outfalls,,,,,,,,,,,,
falsen,flanes,,,,,,,,,,,,
falser,farles,flares,flaser,,,,,,,,,,
falsest,fatless,,,,,,,,,,,,
falsies,filasse,,,,,,,,,,,,
falsity,slatify,,,,,,,,,,,,
faltboats,flatboats,,,,,,,,,,,,
faltere,reflate,,,,,,,,,,,,
faltering,reflating,,,,,,,,,,,,
falus,sulfa,,,,,,,,,,,,
falutin,flutina,,,,,,,,,,,,
falx,flax,,,,,,,,,,,,
famble,flambe,,,,,,,,,,,,
fameless,selfsame,,,,,,,,,,,,
famelessness,selfsameness,,,,,,,,,,,,
famelic,malefic,,,,,,,,,,,,
famine,infame,,,,,,,,,,,,
fanakalo,fanaloka,,,,,,,,,,,,
fancier,infarce,,,,,,,,,,,,
fancies,fascine,fiances,,,,,,,,,,,
fan-crested,stern-faced,,,,,,,,,,,,
fane,neaf,,,,,,,,,,,,
fanes,nefas,safen,,,,,,,,,,,
fangle,flange,,,,,,,,,,,,
fangled,flanged,,,,,,,,,,,,
fango,ganof,,,,,,,,,,,,
fannell,flannel,,,,,,,,,,,,
Fanni,Fiann,,,,,,,,,,,,
Fannia,Fianna,,,,,,,,,,,,
Fannie,Fenian,,,,,,,,,,,,
fannon,nonfan,,,,,,,,,,,,
fantail,tailfan,,,,,,,,,,,,
fantails,tailfans,,,,,,,,,,,,
fantaseid,fantasied,,,,,,,,,,,,
fanum,manuf,,,,,,,,,,,,
Fanwe,Fawne,,,,,,,,,,,,
faradise,safaried,,,,,,,,,,,,
farcers,scarfer,,,,,,,,,,,,
farceurs,surfacer,,,,,,,,,,,,
farci,firca,,,,,,,,,,,,
farcies,fiacres,,,,,,,,,,,,
farcilite,laticifer,telfairic,,,,,,,,,,,
fardel,flared,,,,,,,,,,,,
fare-free,fear-free,,,,,,,,,,,,
fares,farse,fears,frase,safer,,,,,,,,,
farfel,raffle,,,,,,,,,,,,
fargite,frigate,,,,,,,,,,,,
fargoing,foraging,,,,,,,,,,,,
farle,feral,flare,flear,,,,,,,,,,
Farler,Farrel,,,,,,,,,,,,
farmable,framable,,,,,,,,,,,,
Farman,Farnam,,,,,,,,,,,,
farmed,framed,,,,,,,,,,,,
farmerish,marshfire,,,,,,,,,,,,
farming,fingram,framing,,,,,,,,,,,
farmings,framings,,,,,,,,,,,,
farmost,formats,,,,,,,,,,,,
farmout,foumart,,,,,,,,,,,,
farnesol,forensal,,,,,,,,,,,,
farolito,foliator,footrail,,,,,,,,,,,
farrisite,ratifiers,,,,,,,,,,,,
farrowed,foreward,,,,,,,,,,,,
far-seen,sea-fern,,,,,,,,,,,,
farseer,fearers,,,,,,,,,,,,
Farson,Forsan,,,,,,,,,,,,
fart,frat,raft,,,,,,,,,,,
farted,rafted,,,,,,,,,,,,
farth,tharf,,,,,,,,,,,,
farting,ingraft,rafting,,,,,,,,,,,
fartlek,klafter,,,,,,,,,,,,
farts,frats,rafts,,,,,,,,,,,
fasciole,focalise,,,,,,,,,,,,
fashes,sheafs,,,,,,,,,,,,
fashioner,refashion,,,,,,,,,,,,
fashioners,refashions,,,,,,,,,,,,
fastback,fatbacks,,,,,,,,,,,,
fasten,nefast,,,,,,,,,,,,
fastener,fenestra,refasten,,,,,,,,,,,
fasteners,refastens,,,,,,,,,,,,
fastens,fatness,,,,,,,,,,,,
fastest,setfast,,,,,,,,,,,,
fasthold,holdfast,,,,,,,,,,,,
fastland,landfast,,,,,,,,,,,,
fastly,saftly,,,,,,,,,,,,
Fates,Feast,Festa,,,,,,,,,,,
fath,haft,,,,,,,,,,,,
fatheads,headfast,,,,,,,,,,,,
fat-hen,hen-fat,,,,,,,,,,,,
fathers,hafters,,,,,,,,,,,,
fats,saft,,,,,,,,,,,,
fatsia,tafias,,,,,,,,,,,,
fatso,softa,,,,,,,,,,,,
fatsoes,fossate,,,,,,,,,,,,
fatsos,softas,,,,,,,,,,,,
fatstock,softtack,,,,,,,,,,,,
fattrels,flatters,,,,,,,,,,,,
faucet,fucate,,,,,,,,,,,,
faucets,festuca,,,,,,,,,,,,
faucre,furcae,,,,,,,,,,,,
faulter,refutal,tearful,,,,,,,,,,,
faultfind,findfault,,,,,,,,,,,,
faultier,filature,,,,,,,,,,,,
faultiest,fistulate,,,,,,,,,,,,
faults,flatus,,,,,,,,,,,,
faunish,nusfiah,,,,,,,,,,,,
faunist,fustian,infaust,,,,,,,,,,,
Faur,Frau,,,,,,,,,,,,
faurd,fraud,,,,,,,,,,,,
Faustian,Faustina,,,,,,,,,,,,
faut,tufa,,,,,,,,,,,,
fautor,foutra,,,,,,,,,,,,
faverole,forleave,overleaf,,,,,,,,,,,
favorer,overfar,refavor,,,,,,,,,,,
favose,foveas,,,,,,,,,,,,
favours,vafrous,,,,,,,,,,,,
Fazeli,Feliza,,,,,,,,,,,,
FBI,FIB,IFB,,,,,,,,,,,
FCG,FGC,GCF,,,,,,,,,,,
fcp,pfc,,,,,,,,,,,,
FCT,FTC,TFC,,,,,,,,,,,
FDP,PDF,,,,,,,,,,,,
FDR,FRD,RDF,RFD,,,,,,,,,,
feague,feuage,,,,,,,,,,,,
fealty,featly,,,,,,,,,,,,
fealties,fetiales,leafiest,,,,,,,,,,,
feastful,sufflate,,,,,,,,,,,,
feasts,safest,,,,,,,,,,,,
feather,terefah,,,,,,,,,,,,
featherer,hereafter,,,,,,,,,,,,
featherers,hereafters,,,,,,,,,,,,
feathers,tashreef,,,,,,,,,,,,
feats,fetas,,,,,,,,,,,,
featuring,figurante,,,,,,,,,,,,
Fechter,Frechet,,,,,,,,,,,,
feckly,flecky,,,,,,,,,,,,
fecundate,unfaceted,,,,,,,,,,,,
fecundator,unfactored,,,,,,,,,,,,
Federal,Fredela,,,,,,,,,,,,
Fedin,Fiden,Fiend,,,,,,,,,,,
fedn,fend,,,,,,,,,,,,
feeder,reefed,refeed,,,,,,,,,,,
feeders,refeeds,,,,,,,,,,,,
feeding,feigned,,,,,,,,,,,,
feel,fele,flee,leef,,,,,,,,,,
feeler,refeel,reflee,,,,,,,,,,,
feelers,refeels,,,,,,,,,,,,
feeling,fleeing,,,,,,,,,,,,
feels,flees,,,,,,,,,,,,
feering,feigner,freeing,reefing,refeign,,,,,,,,,
feest,fetes,,,,,,,,,,,,
feet,fete,,,,,,,,,,,,
feetless,feteless,,,,,,,,,,,,
fei,fie,,,,,,,,,,,,
feyer,yfere,reefy,,,,,,,,,,,
feif,fief,,,,,,,,,,,,
feigners,freeings,,,,,,,,,,,,
Feinberg,Fineberg,,,,,,,,,,,,
feint,fient,,,,,,,,,,,,
feints,festin,finest,infest,,,,,,,,,,
feis,fise,sife,,,,,,,,,,,
feist,fetis,stife,,,,,,,,,,,
feistier,ferities,fieriest,,,,,,,,,,,
feistiest,testifies,,,,,,,,,,,,
feists,fsiest,,,,,,,,,,,,
Felda,Fleda,,,,,,,,,,,,
Felder,Fredel,,,,,,,,,,,,
felid,filed,flied,,,,,,,,,,,
feliform,fromfile,,,,,,,,,,,,
Felinae,Fenelia,,,,,,,,,,,,
felinity,finitely,,,,,,,,,,,,
Felis,Files,,,,,,,,,,,,
Fellani,Finella,,,,,,,,,,,,
fellate,leaflet,,,,,,,,,,,,
fellates,leaflets,,,,,,,,,,,,
felones,oneself,,,,,,,,,,,,
felonies,olefines,,,,,,,,,,,,
fels,self,,,,,,,,,,,,
felsite,lefties,liefest,,,,,,,,,,,
felter,lefter,refelt,reflet,trefle,,,,,,,,,
felting,neftgil,,,,,,,,,,,,
feltman,flatmen,,,,,,,,,,,,
feltness,leftness,,,,,,,,,,,,
felts,lefts,,,,,,,,,,,,
FEMA,FMEA,,,,,,,,,,,,
femalist,fetalism,flamiest,,,,,,,,,,,
feminal,inflame,,,,,,,,,,,,
feminise,semifine,,,,,,,,,,,,
feminised,misdefine,,,,,,,,,,,,
femora,foamer,,,,,,,,,,,,
femorotibial,tibiofemoral,,,,,,,,,,,,
femur,fumer,,,,,,,,,,,,
femurs,fumers,,,,,,,,,,,,
fenagle,leefang,,,,,,,,,,,,
fenagler,ferngale,,,,,,,,,,,,
fender,ferned,freend,,,,,,,,,,,
fenland,flanned,,,,,,,,,,,,
Fenn,Fnen,,,,,,,,,,,,
Fennie,Fineen,,,,,,,,,,,,
fenouillet,feuilleton,,,,,,,,,,,,
feodal,foaled,loafed,,,,,,,,,,,
feodary,forayed,foreday,,,,,,,,,,,
feoffment,foeffment,,,,,,,,,,,,
FEP,FPE,,,,,,,,,,,,
Ferde,Freed,,,,,,,,,,,,
Ferdie,Fredie,Friede,,,,,,,,,,,
fere,free,,,,,,,,,,,,
feres,frees,reefs,sfree,,,,,,,,,,
feretra,ferrate,,,,,,,,,,,,
Ferguson,Furgeson,,,,,,,,,,,,
ferial,fraile,ifreal,,,,,,,,,,,
ferias,fraise,,,,,,,,,,,,
ferie,ifree,,,,,,,,,,,,
Ferio,Fiore,,,,,,,,,,,,
ferity,freity,,,,,,,,,,,,
ferk,kerf,,,,,,,,,,,,
ferkin,knifer,,,,,,,,,,,,
ferly,flyer,refly,,,,,,,,,,,
ferlie,liefer,refile,relief,,,,,,,,,,
ferlies,refiles,reflies,reliefs,,,,,,,,,,
ferlying,reflying,,,,,,,,,,,,
ferling,flinger,refling,,,,,,,,,,,
fermail,fermila,flamier,,,,,,,,,,,
fermal,flamer,,,,,,,,,,,,
fermenter,referment,,,,,,,,,,,,
Ferndale,Freeland,,,,,,,,,,,,
Ferneau,Freneau,,,,,,,,,,,,
ferneries,serrefine,,,,,,,,,,,,
fernier,refiner,reinfer,,,,,,,,,,,
ferniest,infester,reinfest,,,,,,,,,,,
fernless,flensers,fresnels,,,,,,,,,,,
ferox,forex,foxer,,,,,,,,,,,
ferr,refr,,,,,,,,,,,,
ferrated,raftered,,,,,,,,,,,,
ferret,ferter,,,,,,,,,,,,
ferry,fryer,refry,,,,,,,,,,,
ferried,refired,refreid,refried,,,,,,,,,,
ferries,refires,refries,,,,,,,,,,,
ferrihydrocyanic,hydroferricyanic,,,,,,,,,,,,
ferrying,refrying,,,,,,,,,,,,
ferrite,refreit,,,,,,,,,,,,
ferritic,terrific,,,,,,,,,,,,
ferrohydrocyanic,hydroferrocyanic,,,,,,,,,,,,
ferrous,furores,,,,,,,,,,,,
feru,ufer,,,,,,,,,,,,
ferule,fueler,refuel,,,,,,,,,,,
ferules,fuelers,refuels,,,,,,,,,,,
ferulic,flueric,,,,,,,,,,,,
fester,freest,,,,,,,,,,,,
festination,infestation,sinfonietta,,,,,,,,,,,
feston,oftens,soften,,,,,,,,,,,
fetcher,refetch,,,,,,,,,,,,
fetial,filate,flaite,leafit,,,,,,,,,,
fetialis,filiates,,,,,,,,,,,,
fetichry,fitchery,,,,,,,,,,,,
feticidal,lactified,,,,,,,,,,,,
feting,figent,,,,,,,,,,,,
fetish,fishet,,,,,,,,,,,,
fetisher,treefish,,,,,,,,,,,,
fetishist,shiftiest,,,,,,,,,,,,
fetor,foret,forte,ofter,,,,,,,,,,
fetors,forset,fortes,fstore,softer,,,,,,,,,
fetter,frette,,,,,,,,,,,,
fettles,leftest,,,,,,,,,,,,
feture,feuter,fuerte,refute,,,,,,,,,,
feudalism,sulfamide,,,,,,,,,,,,
feuds,fused,,,,,,,,,,,,
feulamort,formulate,,,,,,,,,,,,
few,wef,,,,,,,,,,,,
FFI,IFF,,,,,,,,,,,,
FFS,FSF,,,,,,,,,,,,
FI,IF,,,,,,,,,,,,
fiance,inface,,,,,,,,,,,,
fiar,raif,,,,,,,,,,,,
fiard,fraid,,,,,,,,,,,,
fiberboard,fibreboard,,,,,,,,,,,,
fiberfill,fibrefill,,,,,,,,,,,,
fiberglass,fibreglass,,,,,,,,,,,,
fiberware,fibreware,,,,,,,,,,,,
fibrolipoma,lipofibroma,,,,,,,,,,,,
fibromyoma,myofibroma,,,,,,,,,,,,
fibromyxoma,myxofibroma,,,,,,,,,,,,
fibromyxosarcoma,myxofibrosarcoma,,,,,,,,,,,,
fibromucous,mucofibrous,,,,,,,,,,,,
fibroneuroma,neurofibroma,,,,,,,,,,,,
fibroserous,serofibrous,,,,,,,,,,,,
fichu,fuchi,,,,,,,,,,,,
ficin,nific,,,,,,,,,,,,
fickleness,fleckiness,,,,,,,,,,,,
fickler,flicker,frickle,,,,,,,,,,,
fickly,flicky,,,,,,,,,,,,
Ficula,Fulica,,,,,,,,,,,,
fiddler,flidder,,,,,,,,,,,,
Fidel,Field,,,,,,,,,,,,
fideos,isodef,,,,,,,,,,,,
fidget,gifted,,,,,,,,,,,,
fidicula,fiducial,,,,,,,,,,,,
fidley,fieldy,,,,,,,,,,,,
FIDO,ODIF,,,,,,,,,,,,
fiedlerite,friedelite,,,,,,,,,,,,
Fiedling,Fielding,,,,,,,,,,,,
fiefs,fifes,,,,,,,,,,,,
fiel,file,,,,,,,,,,,,
fieldman,inflamed,,,,,,,,,,,,
fiendlier,infielder,,,,,,,,,,,,
fiery,reify,,,,,,,,,,,,
fierier,reifier,,,,,,,,,,,,
Fiertz,Fritze,,,,,,,,,,,,
fiestas,fissate,,,,,,,,,,,,
fifties,iffiest,,,,,,,,,,,,
fifty-seventh,seventy-fifth,,,,,,,,,,,,
fifty-sixth,sixty-fifth,,,,,,,,,,,,
fighter,freight,refight,,,,,,,,,,,
fighters,freights,refights,,,,,,,,,,,
figurae,refugia,,,,,,,,,,,,
figurate,fruitage,,,,,,,,,,,,
filao,folia,,,,,,,,,,,,
filar,flair,frail,,,,,,,,,,,
filaree,leafier,,,,,,,,,,,,
filelike,lifelike,,,,,,,,,,,,
filers,fliers,lifers,rifles,,,,,,,,,,
file's,'slife,,,,,,,,,,,,
filet,flite,,,,,,,,,,,,
filets,fistle,fliest,flites,itself,stifle,,,,,,,,
filibuster,flibustier,,,,,,,,,,,,
filla,flail,,,,,,,,,,,,
fillers,refills,,,,,,,,,,,,
filler-up,full-ripe,,,,,,,,,,,,
fillister,frilliest,,,,,,,,,,,,
fillos,follis,,,,,,,,,,,,
filmers,refilms,,,,,,,,,,,,
Filmore,Frelimo,,,,,,,,,,,,
filmset,leftism,,,,,,,,,,,,
filmsets,leftisms,,,,,,,,,,,,
filmslide,slidefilm,,,,,,,,,,,,
filmstrip,stripfilm,,,,,,,,,,,,
FILO,LIFO,,,,,,,,,,,,
filos,foils,,,,,,,,,,,,
filose,folies,,,,,,,,,,,,
filt,flit,lift,,,,,,,,,,,
filter,filtre,lifter,relift,trifle,,,,,,,,,
filterer,refilter,,,,,,,,,,,,
filterers,refilters,,,,,,,,,,,,
filters,frislet,lifters,slifter,stifler,trifles,,,,,,,,
filthless,shelflist,,,,,,,,,,,,
filtrable,flirtable,,,,,,,,,,,,
filtration,flirtation,,,,,,,,,,,,
filtrations,flirtations,,,,,,,,,,,,
finagle,leafing,,,,,,,,,,,,
finalis,finials,sailfin,,,,,,,,,,,
